"","ReceiptID","Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8"
"5064","5064","Berry Tart","Bottled Water","","","","","",""
"5065","5065","Lemon Cookie","Marzipan Cookie","","","","","",""
"5066","5066","Chocolate Cake","Opera Cake","Truffle Cake","Cherry Tart","Almond Croissant","Cheese Croissant","Lemon Lemonade","Cherry Soda"
"5067","5067","Apple Tart","Chocolate Meringue","Walnut Cookie","Chocolate Croissant","","","",""
"5068","5068","Almond Bear Claw","","","","","","",""
"5069","5069","Gongolais Cookie","Raspberry Cookie","Apple Croissant","","","","",""
"5070","5070","Lemon Cake","Cherry Tart","Apricot Danish","Vanilla Frappuccino","","","",""
"5071","5071","Opera Cake","Apple Tart","Blackberry Tart","Vanilla Meringue","","","",""
"5072","5072","Truffle Cake","Gongolais Cookie","Blueberry Danish","","","","",""
"5073","5073","Strawberry Cake","Napoleon Cake","Raspberry Lemonade","","","","",""
"5074","5074","Chocolate Tart","Tuile Cookie","Almond Croissant","Vanilla Frappuccino","","","",""
"5075","5075","Apple Pie","Berry Tart","Ganache Cookie","Lemon Lemonade","","","",""
"5076","5076","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea","","",""
"5077","5077","Tuile Cookie","Orange Juice","Cherry Soda","Single Espresso","","","",""
"5078","5078","Marzipan Cookie","Tuile Cookie","Bottled Water","","","","",""
"5079","5079","Chocolate Cake","Casino Cake","Chocolate Coffee","","","","",""
"5080","5080","Strawberry Cake","Napoleon Cake","Cheese Croissant","","","","",""
"5081","5081","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino","","","","",""
"5082","5082","Lemon Cookie","","","","","","",""
"5083","5083","Apple Croissant","","","","","","",""
"5084","5084","Apple Pie","Berry Tart","Tuile Cookie","","","","",""
"5085","5085","Vanilla Eclair","Gongolais Cookie","","","","","",""
"5086","5086","Chocolate Tart","Chocolate Croissant","Almond Bear Claw","","","","",""
"5087","5087","Strawberry Cake","Coffee Eclair","Napoleon Cake","Chocolate Tart","Cherry Tart","Marzipan Cookie","Raspberry Lemonade",""
"5088","5088","Cheese Croissant","Orange Juice","","","","","",""
"5089","5089","Opera Cake","Berry Tart","Apricot Croissant","Chocolate Croissant","","","",""
"5090","5090","Strawberry Cake","Berry Tart","Cherry Tart","Walnut Cookie","Almond Croissant","Chocolate Coffee","",""
"5091","5091","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea","","",""
"5092","5092","Lemon Cake","Lemon Tart","","","","","",""
"5093","5093","Chocolate Cake","Casino Cake","Napoleon Cake","Chocolate Tart","Walnut Cookie","Apple Croissant","Chocolate Coffee",""
"5094","5094","Apple Pie","Blackberry Tart","Apricot Croissant","Apple Danish","Orange Juice","","",""
"5095","5095","Truffle Cake","Cherry Tart","Gongolais Cookie","Apricot Croissant","","","",""
"5096","5096","Truffle Cake","Coffee Eclair","Almond Tart","Blackberry Tart","Almond Croissant","Apple Croissant","Vanilla Frappuccino",""
"5097","5097","Chocolate Tart","Walnut Cookie","Apricot Croissant","Vanilla Frappuccino","","","",""
"5098","5098","Coffee Eclair","Apple Pie","Blackberry Tart","Chocolate Meringue","Almond Bear Claw","Blueberry Danish","Single Espresso",""
"5099","5099","Opera Cake","Napoleon Cake","Chocolate Meringue","Apricot Croissant","Lemon Lemonade","","",""
"5100","5100","Vanilla Eclair","Berry Tart","Bottled Water","","","","",""
"5101","5101","Truffle Cake","Gongolais Cookie","","","","","",""
"5102","5102","Chocolate Cake","Casino Cake","Chocolate Coffee","","","","",""
"5103","5103","Casino Cake","Apple Pie","Cherry Tart","Green Tea","Vanilla Frappuccino","","",""
"5104","5104","Orange Juice","","","","","","",""
"5105","5105","Truffle Cake","Raspberry Cookie","Lemon Cookie","","","","",""
"5106","5106","Lemon Cake","Lemon Tart","Marzipan Cookie","Chocolate Croissant","Orange Juice","Hot Coffee","",""
"5107","5107","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee","","","",""
"5108","5108","Chocolate Cake","Strawberry Cake","","","","","",""
"5109","5109","Strawberry Cake","Napoleon Cake","Single Espresso","","","","",""
"5110","5110","Strawberry Cake","Coffee Eclair","Napoleon Cake","Berry Tart","Almond Bear Claw","","",""
"5111","5111","Lemon Cake","Lemon Tart","Apple Croissant","Orange Juice","","","",""
"5112","5112","Opera Cake","Cherry Tart","Apricot Danish","","","","",""
"5113","5113","Coffee Eclair","Apple Pie","Almond Twist","","","","",""
"5114","5114","Strawberry Cake","Cherry Tart","Pecan Tart","","","","",""
"5115","5115","Lemon Cake","Lemon Tart","Lemon Cookie","","","","",""
"5116","5116","Apple Croissant","Almond Bear Claw","","","","","",""
"5117","5117","Truffle Cake","Gongolais Cookie","Hot Coffee","","","","",""
"5118","5118","Apple Tart","Lemon Tart","Chocolate Coffee","","","","",""
"5119","5119","Truffle Cake","Gongolais Cookie","Apricot Croissant","","","","",""
"5120","5120","Ganache Cookie","Walnut Cookie","","","","","",""
"5121","5121","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","","","",""
"5122","5122","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee","","","",""
"5123","5123","Chocolate Tart","Vanilla Meringue","Almond Bear Claw","Chocolate Coffee","","","",""
"5124","5124","Truffle Cake","Gongolais Cookie","Chocolate Croissant","Lemon Lemonade","Green Tea","","",""
"5125","5125","Lemon Cake","Apricot Croissant","Chocolate Croissant","Lemon Lemonade","Vanilla Frappuccino","","",""
"5126","5126","Strawberry Cake","Coffee Eclair","Ganache Cookie","","","","",""
"5127","5127","Chocolate Cake","Casino Cake","Chocolate Coffee","","","","",""
"5128","5128","Lemon Cake","Apricot Tart","Lemon Tart","","","","",""
"5129","5129","Coffee Eclair","Blackberry Tart","Single Espresso","","","","",""
"5130","5130","Chocolate Meringue","Bottled Water","","","","","",""
"5131","5131","Gongolais Cookie","","","","","","",""
"5132","5132","Marzipan Cookie","Tuile Cookie","","","","","",""
"5133","5133","Coffee Eclair","Blackberry Tart","Tuile Cookie","Single Espresso","","","",""
"5134","5134","Lemon Cake","Opera Cake","Lemon Tart","Gongolais Cookie","Lemon Cookie","","",""
"5135","5135","Lemon Cake","Lemon Tart","Almond Croissant","Chocolate Croissant","Hot Coffee","","",""
"5136","5136","Chocolate Cake","Casino Cake","Chocolate Coffee","","","","",""
"5137","5137","Apple Tart","Apple Croissant","Apple Danish","","","","",""
"5138","5138","Lemon Tart","Raspberry Cookie","Lemon Lemonade","","","","",""
"5139","5139","Casino Cake","Marzipan Cookie","Cheese Croissant","Orange Juice","","","",""
"5140","5140","Vanilla Eclair","Apple Croissant","","","","","",""
"5141","5141","Lemon Cake","Chocolate Meringue","","","","","",""
"5142","5142","Vanilla Eclair","Bottled Water","","","","","",""
"5143","5143","Berry Tart","Bottled Water","","","","","",""
"5144","5144","Strawberry Cake","Napoleon Cake","Gongolais Cookie","Almond Bear Claw","","","",""
"5145","5145","Chocolate Cake","Casino Cake","Chocolate Coffee","","","","",""
"5146","5146","Chocolate Tart","Pecan Tart","Marzipan Cookie","Almond Bear Claw","","","",""
"5147","5147","Berry Tart","Raspberry Lemonade","Bottled Water","","","","",""
"5148","5148","Strawberry Cake","Napoleon Cake","Lemon Cookie","","","","",""
"5149","5149","Blueberry Tart","Chocolate Tart","Blueberry Danish","","","","",""
"5150","5150","Strawberry Cake","Vanilla Eclair","Pecan Tart","Raspberry Lemonade","Cherry Soda","","",""
"5151","5151","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea","","",""
"5152","5152","Chocolate Cake","Almond Tart","","","","","",""
"5153","5153","Berry Tart","Cheese Croissant","Bottled Water","","","","",""
"5154","5154","Lemon Cookie","","","","","","",""
"5155","5155","Marzipan Cookie","Tuile Cookie","","","","","",""
"5156","5156","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee","","","",""
"5157","5157","Chocolate Eclair","Lemon Cookie","Apricot Croissant","","","","",""
"5158","5158","Cheese Croissant","Orange Juice","Chocolate Coffee","","","","",""
"5159","5159","Berry Tart","Bottled Water","","","","","",""
"5160","5160","Lemon Cake","Truffle Cake","Gongolais Cookie","Apple Danish","Chocolate Coffee","","",""
"5161","5161","Cherry Tart","Raspberry Cookie","Apple Croissant","Apricot Croissant","Apricot Danish","Apple Danish","Almond Bear Claw",""
"5162","5162","Almond Tart","Cheese Croissant","Blueberry Danish","","","","",""
"5163","5163","Lemon Cookie","Apple Danish","Green Tea","","","","",""
"5164","5164","Apple Pie","Walnut Cookie","Almond Bear Claw","","","","",""
"5165","5165","Blackberry Tart","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino","Cherry Soda","","",""
"5166","5166","Apple Tart","Blueberry Tart","Chocolate Tart","Apricot Croissant","Blueberry Danish","Orange Juice","Cherry Soda",""
"5167","5167","Lemon Cake","Chocolate Coffee","","","","","",""
"5168","5168","Lemon Cake","Lemon Tart","Cherry Soda","","","","",""
"5169","5169","Opera Cake","Truffle Cake","Napoleon Cake","Gongolais Cookie","Lemon Cookie","Walnut Cookie","Apricot Danish","Vanilla Frappuccino"
"5170","5170","Gongolais Cookie","Almond Bear Claw","Vanilla Frappuccino","","","","",""
"5171","5171","Vanilla Meringue","Marzipan Cookie","Tuile Cookie","","","","",""
"5172","5172","Napoleon Cake","Berry Tart","Lemon Tart","Tuile Cookie","Bottled Water","","",""
"5173","5173","Chocolate Cake","Vanilla Eclair","Lemon Cookie","Chocolate Coffee","","","",""
"5174","5174","Almond Tart","Blueberry Tart","Raspberry Cookie","","","","",""
"5175","5175","Coffee Eclair","Apple Pie","Almond Twist","Green Tea","Hot Coffee","","",""
"5176","5176","Lemon Cake","Coffee Eclair","Almond Tart","Marzipan Cookie","Tuile Cookie","Cheese Croissant","Almond Bear Claw","Green Tea"
"5177","5177","Vanilla Eclair","Napoleon Cake","","","","","",""
"5178","5178","Blueberry Tart","Blueberry Danish","Lemon Lemonade","Chocolate Coffee","","","",""
"5179","5179","Lemon Cake","Lemon Tart","Marzipan Cookie","Tuile Cookie","Almond Croissant","Apple Croissant","Apricot Danish","Raspberry Lemonade"
"5180","5180","Apricot Tart","Walnut Cookie","","","","","",""
"5181","5181","Blueberry Danish","Lemon Lemonade","","","","","",""
"5182","5182","Gongolais Cookie","Raspberry Cookie","Marzipan Cookie","","","","",""
"5183","5183","Tuile Cookie","Apricot Croissant","Almond Twist","Blueberry Danish","","","",""
"5184","5184","Coffee Eclair","Napoleon Cake","Apple Pie","Marzipan Cookie","Chocolate Croissant","Apple Danish","Lemon Lemonade",""
"5185","5185","Vanilla Meringue","Marzipan Cookie","Tuile Cookie","","","","",""
"5186","5186","Chocolate Tart","Raspberry Cookie","Hot Coffee","Vanilla Frappuccino","","","",""
"5187","5187","Lemon Cake","Almond Twist","","","","","",""
"5188","5188","Apple Tart","Chocolate Meringue","Vanilla Frappuccino","","","","",""
"5189","5189","Truffle Cake","Chocolate Eclair","Lemon Lemonade","","","","",""
"5190","5190","Lemon Tart","Vanilla Meringue","","","","","",""
"5191","5191","Chocolate Eclair","Lemon Lemonade","","","","","",""
"5192","5192","Lemon Tart","Vanilla Meringue","Lemon Lemonade","Orange Juice","","","",""
"5193","5193","Opera Cake","Apple Tart","Chocolate Tart","Tuile Cookie","Apple Croissant","Chocolate Croissant","Apple Danish","Cherry Soda"
"5194","5194","Opera Cake","Lemon Tart","Cheese Croissant","Hot Coffee","","","",""
"5195","5195","Apple Pie","Apricot Danish","","","","","",""
"5196","5196","Napoleon Cake","Gongolais Cookie","","","","","",""
"5197","5197","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea","","",""
"5198","5198","Truffle Cake","Coffee Eclair","Blackberry Tart","Raspberry Cookie","Blueberry Danish","Chocolate Coffee","",""
"5199","5199","Strawberry Cake","Napoleon Cake","Blueberry Danish","","","","",""
"5200","5200","Coffee Eclair","Blackberry Tart","Single Espresso","","","","",""
"5201","5201","Truffle Cake","Gongolais Cookie","","","","","",""
"5202","5202","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino","","","","",""
"5203","5203","Opera Cake","Chocolate Tart","","","","","",""
"5204","5204","Truffle Cake","Green Tea","","","","","",""
"5205","5205","Strawberry Cake","Napoleon Cake","Pecan Tart","","","","",""
"5206","5206","Lemon Cake","Blackberry Tart","Marzipan Cookie","Tuile Cookie","Chocolate Croissant","Vanilla Frappuccino","",""
"5207","5207","Truffle Cake","Gongolais Cookie","Bottled Water","","","","",""
"5208","5208","Chocolate Tart","Walnut Cookie","Apple Danish","Vanilla Frappuccino","","","",""
"5209","5209","Lemon Cake","Cherry Tart","","","","","",""
"5210","5210","Cherry Tart","Apricot Danish","","","","","",""
"5211","5211","Berry Tart","Almond Twist","Bottled Water","Cherry Soda","","","",""
"5212","5212","Tuile Cookie","Cheese Croissant","Orange Juice","","","","",""
"5213","5213","Strawberry Cake","Truffle Cake","Chocolate Eclair","Apricot Danish","Green Tea","","",""
"5214","5214","Lemon Cake","Marzipan Cookie","Tuile Cookie","Apricot Croissant","","","",""
"5215","5215","Cheese Croissant","Orange Juice","Bottled Water","","","","",""
"5216","5216","Blueberry Tart","Vanilla Meringue","Marzipan Cookie","Tuile Cookie","Cheese Croissant","","",""
"5217","5217","Strawberry Cake","Ganache Cookie","Lemon Cookie","Tuile Cookie","Lemon Lemonade","","",""
"5218","5218","Strawberry Cake","Vanilla Eclair","Walnut Cookie","","","","",""
"5219","5219","Napoleon Cake","Berry Tart","Vanilla Meringue","Apple Croissant","Bottled Water","Cherry Soda","Single Espresso",""
"5220","5220","Truffle Cake","Gongolais Cookie","Vanilla Meringue","","","","",""
"5221","5221","Truffle Cake","Chocolate Tart","Gongolais Cookie","Walnut Cookie","","","",""
"5222","5222","Opera Cake","Cherry Tart","Apricot Danish","","","","",""
"5223","5223","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee","","","",""
"5224","5224","Marzipan Cookie","Tuile Cookie","Chocolate Croissant","","","","",""
"5225","5225","Blueberry Tart","Apricot Croissant","Hot Coffee","","","","",""
"5226","5226","Apple Tart","Apricot Tart","Berry Tart","Chocolate Croissant","Apple Danish","Vanilla Frappuccino","",""
"5227","5227","Blueberry Tart","","","","","","",""
"5228","5228","Strawberry Cake","Almond Tart","Walnut Cookie","","","","",""
"5229","5229","Truffle Cake","Apple Pie","Walnut Cookie","","","","",""
"5230","5230","Marzipan Cookie","Tuile Cookie","","","","","",""
"5231","5231","Vanilla Eclair","Apricot Danish","","","","","",""
"5232","5232","Lemon Cake","Pecan Tart","Hot Coffee","","","","",""
"5233","5233","Truffle Cake","Tuile Cookie","","","","","",""
"5234","5234","Vanilla Eclair","Chocolate Tart","Tuile Cookie","Walnut Cookie","Vanilla Frappuccino","","",""
"5235","5235","Lemon Cookie","Walnut Cookie","","","","","",""
"5236","5236","Cherry Tart","Raspberry Cookie","Apricot Danish","","","","",""
"5237","5237","Opera Cake","Cherry Tart","Apricot Danish","","","","",""
"5238","5238","Cheese Croissant","Almond Twist","","","","","",""
"5239","5239","Apple Pie","Almond Twist","Green Tea","","","","",""
"5240","5240","Opera Cake","Strawberry Cake","Chocolate Croissant","Raspberry Lemonade","","","",""
"5241","5241","Napoleon Cake","Apricot Croissant","","","","","",""
"5242","5242","Opera Cake","Strawberry Cake","Coffee Eclair","Blackberry Tart","Blueberry Tart","Pecan Tart","Chocolate Croissant","Bottled Water"
"5243","5243","Casino Cake","Vanilla Meringue","Blueberry Danish","","","","",""
"5244","5244","Blueberry Tart","Apricot Croissant","Hot Coffee","","","","",""
"5245","5245","Chocolate Cake","Apricot Danish","Lemon Lemonade","Vanilla Frappuccino","","","",""
"5246","5246","Truffle Cake","Berry Tart","","","","","",""
"5247","5247","Strawberry Cake","Napoleon Cake","","","","","",""
"5248","5248","Apricot Tart","Blackberry Tart","","","","","",""
"5249","5249","Truffle Cake","Apple Pie","Berry Tart","Tuile Cookie","Apple Danish","Raspberry Lemonade","Bottled Water",""
"5250","5250","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino","","","","",""
"5251","5251","Blueberry Tart","Apricot Croissant","Hot Coffee","","","","",""
"5252","5252","Strawberry Cake","Chocolate Eclair","Napoleon Cake","Marzipan Cookie","","","",""
"5253","5253","Chocolate Cake","Casino Cake","Truffle Cake","Chocolate Coffee","","","",""
"5254","5254","Blackberry Tart","Lemon Tart","Lemon Cookie","Lemon Lemonade","","","",""
"5255","5255","Ganache Cookie","Vanilla Meringue","","","","","",""
"5256","5256","Coffee Eclair","Blackberry Tart","Single Espresso","","","","",""
"5257","5257","Lemon Cake","Cherry Tart","","","","","",""
"5258","5258","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea","","",""
"5259","5259","Coffee Eclair","Chocolate Croissant","Apricot Danish","","","","",""
"5260","5260","Marzipan Cookie","","","","","","",""
"5261","5261","Vanilla Eclair","Blueberry Tart","Marzipan Cookie","Chocolate Croissant","Single Espresso","","",""
"5262","5262","Apricot Croissant","Orange Juice","Hot Coffee","","","","",""
"5263","5263","Opera Cake","Cherry Tart","Cheese Croissant","Apricot Danish","","","",""
"5264","5264","Coffee Eclair","Blackberry Tart","Single Espresso","","","","",""
"5265","5265","Vanilla Meringue","Orange Juice","","","","","",""
"5266","5266","Apple Pie","Blueberry Tart","Almond Bear Claw","Lemon Lemonade","Bottled Water","","",""
"5267","5267","Ganache Cookie","Apricot Danish","","","","","",""
"5268","5268","Chocolate Tart","Walnut Cookie","Almond Bear Claw","Vanilla Frappuccino","","","",""
"5269","5269","Lemon Cake","Cherry Tart","Lemon Tart","Chocolate Coffee","","","",""
"5270","5270","Lemon Cake","Gongolais Cookie","Vanilla Meringue","Raspberry Lemonade","","","",""
"5271","5271","Truffle Cake","Coffee Eclair","Pecan Tart","Gongolais Cookie","Lemon Cookie","","",""
"5272","5272","Napoleon Cake","Berry Tart","Single Espresso","","","","",""
"5273","5273","Lemon Cake","Lemon Tart","","","","","",""
"5274","5274","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino","","","","",""
"5275","5275","Casino Cake","Blackberry Tart","Chocolate Tart","","","","",""
"5276","5276","Berry Tart","","","","","","",""
"5277","5277","Chocolate Cake","Casino Cake","Chocolate Coffee","","","","",""
"5278","5278","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee","","","",""
"5279","5279","Strawberry Cake","Napoleon Cake","","","","","",""
"5280","5280","Napoleon Cake","","","","","","",""
"5281","5281","Berry Tart","Cheese Croissant","Raspberry Lemonade","Orange Juice","","","",""
"5282","5282","Lemon Cake","Truffle Cake","Gongolais Cookie","Marzipan Cookie","","","",""
"5283","5283","Walnut Cookie","Almond Bear Claw","Orange Juice","","","","",""
"5284","5284","Berry Tart","Raspberry Cookie","Lemon Cookie","","","","",""
"5285","5285","Apple Pie","Apple Tart","Almond Croissant","","","","",""
"5286","5286","Chocolate Croissant","Bottled Water","Hot Coffee","","","","",""
"5287","5287","Pecan Tart","","","","","","",""
"5288","5288","Marzipan Cookie","Tuile Cookie","Chocolate Croissant","","","","",""
"5289","5289","Apple Pie","Marzipan Cookie","Tuile Cookie","Cheese Croissant","Orange Juice","Green Tea","Chocolate Coffee",""
"5290","5290","Lemon Cake","Apricot Tart","Lemon Tart","Apple Croissant","","","",""
"5291","5291","Strawberry Cake","Napoleon Cake","Lemon Lemonade","","","","",""
"5292","5292","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee","","","",""
"5293","5293","Apple Pie","Marzipan Cookie","Tuile Cookie","","","","",""
"5294","5294","Truffle Cake","Pecan Tart","Vanilla Meringue","Tuile Cookie","","","",""
"5295","5295","Lemon Cake","Berry Tart","","","","","",""
"5296","5296","Opera Cake","Cherry Tart","Apricot Danish","","","","",""
"5297","5297","Truffle Cake","Napoleon Cake","Almond Croissant","Vanilla Frappuccino","","","",""
"5298","5298","Chocolate Cake","Coffee Eclair","Apricot Tart","Chocolate Tart","Raspberry Cookie","Apricot Croissant","",""
"5299","5299","Bottled Water","","","","","","",""
"5300","5300","Napoleon Cake","Cherry Tart","Apple Danish","Lemon Lemonade","","","",""
"5301","5301","Chocolate Eclair","Raspberry Lemonade","","","","","",""
"5302","5302","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino","","","","",""
"5303","5303","Strawberry Cake","Napoleon Cake","Almond Tart","","","","",""
"5304","5304","Almond Bear Claw","","","","","","",""
"5305","5305","Apple Tart","Almond Croissant","Chocolate Coffee","","","","",""
"5306","5306","Strawberry Cake","","","","","","",""
"5307","5307","Truffle Cake","Gongolais Cookie","","","","","",""
"5308","5308","Lemon Cake","Napoleon Cake","Chocolate Tart","Marzipan Cookie","Tuile Cookie","Raspberry Lemonade","Green Tea",""
"5309","5309","Opera Cake","Cherry Tart","Apricot Danish","","","","",""
"5310","5310","Vanilla Meringue","","","","","","",""
"5311","5311","Opera Cake","Lemon Tart","Gongolais Cookie","Bottled Water","","","",""
"5312","5312","Chocolate Meringue","Almond Croissant","","","","","",""
"5313","5313","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda","","","",""
"5314","5314","Coffee Eclair","Napoleon Cake","Apple Pie","Apple Croissant","Cheese Croissant","Orange Juice","Bottled Water","Cherry Soda"
"5315","5315","Strawberry Cake","Chocolate Tart","Lemon Tart","Lemon Cookie","Chocolate Croissant","Chocolate Coffee","",""
"5316","5316","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino","","","","",""
"5317","5317","Chocolate Eclair","Vanilla Eclair","Chocolate Tart","Chocolate Croissant","Raspberry Lemonade","Green Tea","",""
"5318","5318","Lemon Tart","Vanilla Meringue","","","","","",""
"5319","5319","Chocolate Tart","Almond Croissant","Vanilla Frappuccino","","","","",""
"5320","5320","Blueberry Tart","Apricot Croissant","Hot Coffee","","","","",""
"5321","5321","Opera Cake","Cherry Tart","Apricot Danish","","","","",""
"5322","5322","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee","","","",""
"5323","5323","Apricot Tart","Vanilla Meringue","","","","","",""
"5324","5324","Lemon Cookie","Marzipan Cookie","Cherry Soda","","","","",""
"5325","5325","Berry Tart","Chocolate Tart","Ganache Cookie","Bottled Water","","","",""
"5326","5326","Marzipan Cookie","Tuile Cookie","","","","","",""
"5327","5327","Truffle Cake","Gongolais Cookie","","","","","",""
"5328","5328","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","","","",""
"5329","5329","Chocolate Eclair","Blueberry Tart","Vanilla Meringue","Chocolate Croissant","","","",""
"5330","5330","Strawberry Cake","Napoleon Cake","Blackberry Tart","","","","",""
"5331","5331","Chocolate Cake","Strawberry Cake","Napoleon Cake","Blackberry Tart","Lemon Cookie","Chocolate Coffee","",""
"5332","5332","Marzipan Cookie","Tuile Cookie","","","","","",""
"5333","5333","Lemon Cake","Apricot Danish","Single Espresso","","","","",""
"5334","5334","Apricot Tart","Almond Croissant","Almond Bear Claw","","","","",""
"5335","5335","Apricot Tart","","","","","","",""
"5336","5336","Chocolate Cake","Lemon Cake","Casino Cake","Almond Twist","Chocolate Coffee","","",""
"5337","5337","Opera Cake","Cherry Tart","Apricot Danish","","","","",""
"5338","5338","Chocolate Eclair","Lemon Tart","Bottled Water","","","","",""
"5339","5339","Apple Tart","Ganache Cookie","Blueberry Danish","","","","",""
"5340","5340","Chocolate Tart","Ganache Cookie","Orange Juice","","","","",""
"5341","5341","Chocolate Cake","Lemon Tart","Hot Coffee","","","","",""
"5342","5342","Strawberry Cake","Lemon Tart","Chocolate Coffee","","","","",""
"5343","5343","Blueberry Tart","Apricot Croissant","Almond Twist","Hot Coffee","","","",""
"5344","5344","Berry Tart","Cherry Tart","Bottled Water","","","","",""
"5345","5345","Marzipan Cookie","Tuile Cookie","","","","","",""
"5346","5346","Chocolate Eclair","Blackberry Tart","Chocolate Tart","Walnut Cookie","Apple Croissant","Vanilla Frappuccino","",""
"5347","5347","Coffee Eclair","Blackberry Tart","","","","","",""
"5348","5348","Lemon Cake","Truffle Cake","Berry Tart","Blackberry Tart","Ganache Cookie","Chocolate Croissant","Apple Danish","Green Tea"
"5349","5349","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea","","",""
"5350","5350","Lemon Cake","Berry Tart","Gongolais Cookie","Bottled Water","","","",""
"5351","5351","Blueberry Tart","Apricot Croissant","Hot Coffee","","","","",""
"5352","5352","Lemon Cake","Lemon Tart","","","","","",""
"5353","5353","Apple Tart","Cherry Tart","Chocolate Meringue","","","","",""
"5354","5354","Coffee Eclair","Almond Croissant","","","","","",""
"5355","5355","Truffle Cake","Vanilla Eclair","Marzipan Cookie","","","","",""
"5356","5356","Raspberry Cookie","Cheese Croissant","Green Tea","","","","",""
"5357","5357","Almond Bear Claw","Lemon Lemonade","Orange Juice","","","","",""
"5358","5358","Strawberry Cake","Napoleon Cake","","","","","",""
"5359","5359","Opera Cake","Cherry Tart","Lemon Cookie","Apple Croissant","Chocolate Croissant","Apricot Danish","",""
"5360","5360","Napoleon Cake","Pecan Tart","Gongolais Cookie","","","","",""
"5361","5361","Strawberry Cake","Coffee Eclair","Apple Tart","Lemon Cookie","Apple Croissant","Apricot Croissant","Cherry Soda",""
"5362","5362","Napoleon Cake","Blueberry Tart","","","","","",""
"5363","5363","Chocolate Eclair","Orange Juice","Hot Coffee","","","","",""
"5364","5364","Chocolate Eclair","Almond Tart","Blackberry Tart","Apricot Danish","Single Espresso","","",""
"5365","5365","Truffle Cake","Vanilla Eclair","Chocolate Croissant","","","","",""
"5366","5366","Almond Tart","","","","","","",""
"5367","5367","Blueberry Tart","Apricot Croissant","Hot Coffee","","","","",""
"5368","5368","Apple Tart","Blueberry Tart","Ganache Cookie","Marzipan Cookie","Tuile Cookie","","",""
"5369","5369","Berry Tart","Chocolate Croissant","Bottled Water","","","","",""
"5370","5370","Cheese Croissant","Almond Bear Claw","Orange Juice","","","","",""
"5371","5371","Tuile Cookie","Cheese Croissant","Raspberry Lemonade","Orange Juice","Chocolate Coffee","","",""
"5372","5372","Apple Pie","Apple Tart","Raspberry Cookie","","","","",""
"5373","5373","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea","","",""
"5374","5374","Berry Tart","Lemon Cookie","Cheese Croissant","Raspberry Lemonade","Orange Juice","","",""
"5375","5375","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda","","","",""
"5376","5376","Chocolate Cake","Casino Cake","Apple Tart","Apricot Tart","Chocolate Croissant","Hot Coffee","Chocolate Coffee","Single Espresso"
"5377","5377","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino","","","","",""
"5378","5378","Chocolate Tart","Cherry Tart","Ganache Cookie","Apricot Croissant","","","",""
"5379","5379","Berry Tart","Bottled Water","","","","","",""
"5380","5380","Lemon Cake","Lemon Tart","","","","","",""
"5381","5381","Strawberry Cake","Truffle Cake","","","","","",""
"5382","5382","Walnut Cookie","Almond Bear Claw","","","","","",""
"5383","5383","Blueberry Tart","Almond Croissant","","","","","",""
"5384","5384","Opera Cake","Lemon Tart","Almond Twist","Chocolate Coffee","","","",""
"5385","5385","Lemon Lemonade","","","","","","",""
"5386","5386","Opera Cake","Chocolate Eclair","Lemon Cookie","Cherry Soda","","","",""
"5387","5387","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda","","","",""
"5388","5388","Napoleon Cake","Lemon Cookie","Blueberry Danish","","","","",""
"5389","5389","Napoleon Cake","Chocolate Tart","Almond Twist","","","","",""
"5390","5390","Berry Tart","Bottled Water","","","","","",""
"5391","5391","Coffee Eclair","Napoleon Cake","Apple Pie","Almond Twist","","","",""
