"","ReceiptID","Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8"
"279",279,"Casino Cake","Apple Croissant","Blueberry Danish","Bottled Water",NA,NA,NA,NA
"280",280,"Lemon Cake","Casino Cake","Lemon Tart","Ganache Cookie","Raspberry Cookie","Tuile Cookie","Hot Coffee",NA
"281",281,"Coffee Eclair","Almond Tart","Berry Tart","Blueberry Tart","Raspberry Cookie","Apricot Croissant","Hot Coffee",NA
"282",282,"Strawberry Cake","Napoleon Cake","Berry Tart","Apple Danish","Bottled Water",NA,NA,NA
"283",283,"Ganache Cookie","Walnut Cookie",NA,NA,NA,NA,NA,NA
"284",284,"Napoleon Cake","Apricot Tart","Chocolate Tart","Chocolate Coffee",NA,NA,NA,NA
"285",285,"Almond Bear Claw","Blueberry Danish",NA,NA,NA,NA,NA,NA
"286",286,"Lemon Cake","Vanilla Eclair","Lemon Tart",NA,NA,NA,NA,NA
"287",287,"Chocolate Cake","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA
"288",288,"Casino Cake","Cheese Croissant","Apple Danish","Vanilla Frappuccino",NA,NA,NA,NA
"289",289,"Apple Tart","Apple Croissant","Apple Danish",NA,NA,NA,NA,NA
"290",290,"Tuile Cookie",NA,NA,NA,NA,NA,NA,NA
"291",291,"Blueberry Tart","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA
"292",292,"Coffee Eclair","Blackberry Tart","Single Espresso",NA,NA,NA,NA,NA
"293",293,"Vanilla Eclair","Ganache Cookie","Lemon Cookie","Cheese Croissant","Chocolate Croissant","Lemon Lemonade","Orange Juice","Bottled Water"
"294",294,"Lemon Cake","Berry Tart","Vanilla Meringue","Apricot Croissant","Raspberry Lemonade",NA,NA,NA
"295",295,"Raspberry Cookie","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA
"296",296,"Berry Tart","Ganache Cookie","Raspberry Cookie","Lemon Cookie",NA,NA,NA,NA
"297",297,"Chocolate Cake","Casino Cake","Chocolate Coffee",NA,NA,NA,NA,NA
"298",298,"Apple Pie","Walnut Cookie",NA,NA,NA,NA,NA,NA
"299",299,"Lemon Cake","Raspberry Cookie","Cheese Croissant","Orange Juice","Vanilla Frappuccino",NA,NA,NA
"300",300,"Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"301",301,"Opera Cake","Strawberry Cake","Napoleon Cake","Cheese Croissant","Almond Twist","Green Tea",NA,NA
"302",302,"Lemon Tart","Chocolate Meringue","Almond Croissant","Green Tea","Chocolate Coffee",NA,NA,NA
"303",303,"Chocolate Cake","Casino Cake","Chocolate Coffee",NA,NA,NA,NA,NA
"304",304,"Blueberry Tart","Chocolate Tart","Chocolate Croissant",NA,NA,NA,NA,NA
"305",305,"Truffle Cake","Ganache Cookie","Gongolais Cookie","Chocolate Meringue","Marzipan Cookie","Apple Croissant","Orange Juice",NA
"306",306,"Truffle Cake","Apple Tart","Blueberry Tart","Apple Croissant","Apple Danish",NA,NA,NA
"307",307,"Vanilla Eclair","Gongolais Cookie","Orange Juice",NA,NA,NA,NA,NA
"308",308,"Opera Cake","Marzipan Cookie","Apple Danish",NA,NA,NA,NA,NA
"309",309,"Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"310",310,"Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"311",311,"Truffle Cake","Gongolais Cookie",NA,NA,NA,NA,NA,NA
"312",312,"Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"313",313,"Napoleon Cake","Apricot Tart","Pecan Tart","Ganache Cookie","Lemon Cookie","Blueberry Danish","Raspberry Lemonade","Hot Coffee"
"314",314,"Lemon Cake","Napoleon Cake","Blackberry Tart","Lemon Cookie","Almond Twist",NA,NA,NA
"315",315,"Strawberry Cake","Napoleon Cake",NA,NA,NA,NA,NA,NA
"316",316,"Cherry Tart","Apricot Danish","Hot Coffee",NA,NA,NA,NA,NA
"317",317,"Chocolate Cake","Casino Cake","Chocolate Coffee",NA,NA,NA,NA,NA
"318",318,"Truffle Cake","Almond Tart","Berry Tart","Vanilla Frappuccino",NA,NA,NA,NA
"319",319,"Lemon Cake","Strawberry Cake","Almond Tart","Berry Tart","Chocolate Meringue","Apple Danish","Single Espresso",NA
"320",320,"Apple Tart","Chocolate Croissant",NA,NA,NA,NA,NA,NA
"321",321,"Coffee Eclair","Blackberry Tart","Single Espresso",NA,NA,NA,NA,NA
"322",322,"Raspberry Cookie","Tuile Cookie",NA,NA,NA,NA,NA,NA
"323",323,"Lemon Cake","Lemon Tart",NA,NA,NA,NA,NA,NA
"324",324,"Chocolate Cake","Casino Cake","Chocolate Coffee",NA,NA,NA,NA,NA
"325",325,"Lemon Cake","Casino Cake","Lemon Tart",NA,NA,NA,NA,NA
"326",326,"Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"327",327,"Walnut Cookie","Cheese Croissant","Almond Bear Claw","Hot Coffee","Cherry Soda",NA,NA,NA
"328",328,"Strawberry Cake","Napoleon Cake","Lemon Cookie",NA,NA,NA,NA,NA
"329",329,"Lemon Cake","Lemon Tart","Raspberry Cookie","Almond Croissant","Bottled Water",NA,NA,NA
"330",330,"Truffle Cake","Apricot Tart",NA,NA,NA,NA,NA,NA
"331",331,"Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"332",332,"Chocolate Cake","Casino Cake","Chocolate Coffee",NA,NA,NA,NA,NA
"333",333,"Truffle Cake","Berry Tart","Pecan Tart","Lemon Cookie","Tuile Cookie","Apple Croissant","Blueberry Danish","Chocolate Coffee"
"334",334,"Strawberry Cake","Napoleon Cake","Apricot Tart","Cheese Croissant","Green Tea","Chocolate Coffee",NA,NA
"335",335,"Truffle Cake","Berry Tart","Gongolais Cookie","Walnut Cookie",NA,NA,NA,NA
"336",336,"Casino Cake","Vanilla Eclair","Almond Tart","Lemon Tart","Apricot Danish","Hot Coffee",NA,NA
"337",337,"Berry Tart","Lemon Cookie","Chocolate Croissant","Bottled Water",NA,NA,NA,NA
"338",338,"Truffle Cake","Gongolais Cookie","Tuile Cookie","Almond Croissant","Vanilla Frappuccino",NA,NA,NA
"339",339,"Chocolate Cake","Tuile Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"340",340,"Coffee Eclair","Blackberry Tart","Single Espresso",NA,NA,NA,NA,NA
"341",341,"Truffle Cake","Napoleon Cake","Tuile Cookie","Raspberry Lemonade",NA,NA,NA,NA
"342",342,"Lemon Cake","Coffee Eclair","Apple Pie","Almond Twist",NA,NA,NA,NA
"343",343,"Vanilla Meringue",NA,NA,NA,NA,NA,NA,NA
"344",344,"Bottled Water",NA,NA,NA,NA,NA,NA,NA
"345",345,"Chocolate Cake","Casino Cake","Chocolate Coffee",NA,NA,NA,NA,NA
"346",346,"Truffle Cake","Almond Tart","Vanilla Meringue","Almond Croissant",NA,NA,NA,NA
"347",347,"Vanilla Eclair","Apple Tart","Berry Tart","Cheese Croissant","Bottled Water","Vanilla Frappuccino",NA,NA
"348",348,"Opera Cake","Strawberry Cake","Marzipan Cookie","Orange Juice",NA,NA,NA,NA
"349",349,"Napoleon Cake","Apple Pie","Lemon Lemonade","Hot Coffee",NA,NA,NA,NA
"350",350,"Opera Cake","Strawberry Cake","Napoleon Cake","Apple Pie","Apple Tart","Vanilla Frappuccino",NA,NA
"351",351,"Truffle Cake","Gongolais Cookie","Apricot Danish",NA,NA,NA,NA,NA
"352",352,"Vanilla Meringue","Walnut Cookie","Hot Coffee",NA,NA,NA,NA,NA
"353",353,"Strawberry Cake","Napoleon Cake","Apple Croissant",NA,NA,NA,NA,NA
"354",354,"Chocolate Cake","Apricot Tart","Marzipan Cookie","Tuile Cookie","Apple Croissant","Apple Danish",NA,NA
"355",355,"Chocolate Tart","Apricot Croissant","Vanilla Frappuccino",NA,NA,NA,NA,NA
"356",356,"Lemon Cake","Apple Croissant","Raspberry Lemonade",NA,NA,NA,NA,NA
"357",357,"Berry Tart","Green Tea","Bottled Water",NA,NA,NA,NA,NA
"358",358,"Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA,NA
"359",359,"Truffle Cake","Almond Tart","Blueberry Tart",NA,NA,NA,NA,NA
"360",360,"Cheese Croissant","Almond Twist",NA,NA,NA,NA,NA,NA
"361",361,"Strawberry Cake","Almond Croissant","Apple Croissant",NA,NA,NA,NA,NA
"362",362,"Napoleon Cake","Berry Tart","Chocolate Meringue",NA,NA,NA,NA,NA
"363",363,"Berry Tart","Bottled Water",NA,NA,NA,NA,NA,NA
"364",364,"Raspberry Cookie","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA
"365",365,"Napoleon Cake","Cherry Tart","Gongolais Cookie",NA,NA,NA,NA,NA
"366",366,"Truffle Cake","Vanilla Eclair","Gongolais Cookie",NA,NA,NA,NA,NA
"367",367,"Almond Tart","Walnut Cookie",NA,NA,NA,NA,NA,NA
"368",368,"Opera Cake","Blackberry Tart","Blueberry Tart","Pecan Tart","Cheese Croissant","Hot Coffee",NA,NA
"369",369,"Strawberry Cake","Vanilla Eclair","Apple Tart","Chocolate Meringue","Chocolate Croissant",NA,NA,NA
"370",370,"Napoleon Cake","Vanilla Meringue","Tuile Cookie",NA,NA,NA,NA,NA
"371",371,"Coffee Eclair","Napoleon Cake","Blackberry Tart","Single Espresso",NA,NA,NA,NA
"372",372,"Opera Cake","Cherry Soda","Single Espresso",NA,NA,NA,NA,NA
"373",373,"Truffle Cake","Ganache Cookie","Almond Croissant","Apple Croissant","Green Tea",NA,NA,NA
"374",374,"Strawberry Cake","Napoleon Cake",NA,NA,NA,NA,NA,NA
"375",375,"Lemon Cake","Lemon Tart","Tuile Cookie",NA,NA,NA,NA,NA
"376",376,"Strawberry Cake","Napoleon Cake","Vanilla Meringue","Cheese Croissant","Vanilla Frappuccino",NA,NA,NA
"377",377,"Lemon Cake","Apricot Tart","Lemon Tart","Raspberry Lemonade",NA,NA,NA,NA
"378",378,"Blackberry Tart","Cherry Tart","Raspberry Lemonade",NA,NA,NA,NA,NA
"379",379,"Berry Tart","Tuile Cookie","Cherry Soda",NA,NA,NA,NA,NA
"380",380,"Truffle Cake","Gongolais Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"381",381,"Single Espresso",NA,NA,NA,NA,NA,NA,NA
"382",382,"Coffee Eclair","Blackberry Tart","Single Espresso",NA,NA,NA,NA,NA
"383",383,"Vanilla Eclair","Tuile Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"384",384,"Vanilla Eclair","Chocolate Meringue","Walnut Cookie",NA,NA,NA,NA,NA
"385",385,"Chocolate Cake","Strawberry Cake","Almond Tart","Ganache Cookie",NA,NA,NA,NA
"386",386,"Raspberry Lemonade",NA,NA,NA,NA,NA,NA,NA
"387",387,"Truffle Cake","Raspberry Cookie","Vanilla Meringue","Bottled Water",NA,NA,NA,NA
"388",388,"Chocolate Meringue",NA,NA,NA,NA,NA,NA,NA
"389",389,"Strawberry Cake","Napoleon Cake",NA,NA,NA,NA,NA,NA
"390",390,"Apple Tart","Chocolate Tart","Vanilla Meringue","Walnut Cookie","Apple Croissant","Vanilla Frappuccino",NA,NA
"391",391,"Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"392",392,"Coffee Eclair","Apple Pie","Chocolate Croissant","Almond Twist","Hot Coffee",NA,NA,NA
"393",393,"Napoleon Cake","Apricot Tart","Cherry Tart","Raspberry Cookie","Chocolate Meringue","Cheese Croissant","Lemon Lemonade",NA
"394",394,"Blackberry Tart",NA,NA,NA,NA,NA,NA,NA
"395",395,"Truffle Cake","Chocolate Tart","Gongolais Cookie","Lemon Lemonade","Cherry Soda",NA,NA,NA
"396",396,"Raspberry Cookie","Cheese Croissant","Chocolate Coffee",NA,NA,NA,NA,NA
"397",397,"Coffee Eclair","Blackberry Tart","Single Espresso",NA,NA,NA,NA,NA
"398",398,"Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"399",399,"Coffee Eclair","Blackberry Tart","Single Espresso",NA,NA,NA,NA,NA
"400",400,"Lemon Cake","Cherry Soda",NA,NA,NA,NA,NA,NA
"401",401,"Casino Cake",NA,NA,NA,NA,NA,NA,NA
"402",402,"Apple Danish","Blueberry Danish","Single Espresso",NA,NA,NA,NA,NA
"403",403,"Opera Cake","Strawberry Cake","Almond Tart",NA,NA,NA,NA,NA
"404",404,"Chocolate Croissant","Apple Danish",NA,NA,NA,NA,NA,NA
"405",405,"Coffee Eclair","Chocolate Tart","Chocolate Croissant","Apricot Danish","Chocolate Coffee",NA,NA,NA
"406",406,"Truffle Cake","Gongolais Cookie",NA,NA,NA,NA,NA,NA
"407",407,"Apricot Croissant","Chocolate Croissant","Apple Danish","Orange Juice",NA,NA,NA,NA
"408",408,"Berry Tart","Chocolate Coffee",NA,NA,NA,NA,NA,NA
"409",409,"Opera Cake","Cherry Tart","Walnut Cookie","Apricot Danish","Almond Twist","Cherry Soda",NA,NA
"410",410,"Marzipan Cookie","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA
"411",411,"Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA,NA
"412",412,"Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA,NA
"413",413,"Strawberry Cake","Napoleon Cake","Apricot Tart","Ganache Cookie",NA,NA,NA,NA
"414",414,"Lemon Cake","Truffle Cake","Coffee Eclair","Almond Tart","Ganache Cookie","Gongolais Cookie","Almond Croissant","Apple Croissant"
"415",415,"Coffee Eclair","Blackberry Tart","Single Espresso",NA,NA,NA,NA,NA
"416",416,"Strawberry Cake","Truffle Cake","Berry Tart","Raspberry Cookie","Orange Juice",NA,NA,NA
"417",417,"Chocolate Tart","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"418",418,"Almond Croissant",NA,NA,NA,NA,NA,NA,NA
"419",419,"Truffle Cake","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA
"420",420,"Marzipan Cookie","Tuile Cookie","Apple Croissant",NA,NA,NA,NA,NA
"421",421,"Coffee Eclair","Blackberry Tart","Single Espresso",NA,NA,NA,NA,NA
"422",422,"Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"423",423,"Lemon Cake","Casino Cake","Vanilla Eclair","Chocolate Meringue","Apricot Croissant",NA,NA,NA
"424",424,"Apple Tart","Apricot Tart",NA,NA,NA,NA,NA,NA
"425",425,"Blueberry Tart","Bottled Water",NA,NA,NA,NA,NA,NA
"426",426,"Chocolate Cake","Chocolate Tart","Lemon Cookie",NA,NA,NA,NA,NA
"427",427,"Vanilla Meringue",NA,NA,NA,NA,NA,NA,NA
"428",428,"Strawberry Cake","Almond Tart","Marzipan Cookie","Tuile Cookie","Green Tea",NA,NA,NA
"429",429,"Berry Tart",NA,NA,NA,NA,NA,NA,NA
"430",430,"Strawberry Cake","Lemon Tart","Vanilla Frappuccino",NA,NA,NA,NA,NA
"431",431,"Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA,NA
"432",432,"Vanilla Frappuccino",NA,NA,NA,NA,NA,NA,NA
"433",433,"Vanilla Eclair","Chocolate Tart","Raspberry Cookie","Walnut Cookie","Green Tea","Vanilla Frappuccino",NA,NA
"434",434,"Chocolate Cake","Truffle Cake","Cheese Croissant","Chocolate Coffee",NA,NA,NA,NA
"435",435,"Napoleon Cake","Cherry Tart","Apricot Danish","Almond Bear Claw","Lemon Lemonade","Vanilla Frappuccino",NA,NA
"436",436,"Casino Cake","Strawberry Cake","Apple Pie","Blueberry Danish",NA,NA,NA,NA
"437",437,"Strawberry Cake","Truffle Cake","Napoleon Cake","Raspberry Cookie","Lemon Cookie",NA,NA,NA
"438",438,"Strawberry Cake","Lemon Cookie","Apricot Croissant",NA,NA,NA,NA,NA
"439",439,"Vanilla Eclair","Vanilla Frappuccino",NA,NA,NA,NA,NA,NA
"440",440,"Casino Cake","Lemon Tart",NA,NA,NA,NA,NA,NA
"441",441,"Casino Cake","Strawberry Cake","Napoleon Cake","Lemon Lemonade",NA,NA,NA,NA
"442",442,"Chocolate Cake","Casino Cake","Chocolate Coffee",NA,NA,NA,NA,NA
"443",443,"Apple Pie","Lemon Tart","Cheese Croissant","Orange Juice",NA,NA,NA,NA
"444",444,"Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"445",445,"Truffle Cake","Coffee Eclair","Gongolais Cookie","Apricot Croissant","Orange Juice",NA,NA,NA
"446",446,"Strawberry Cake","Cheese Croissant","Vanilla Frappuccino",NA,NA,NA,NA,NA
"447",447,"Lemon Tart","Marzipan Cookie","Apple Danish",NA,NA,NA,NA,NA
"448",448,"Lemon Cake","Tuile Cookie","Lemon Lemonade",NA,NA,NA,NA,NA
"449",449,"Raspberry Cookie",NA,NA,NA,NA,NA,NA,NA
"450",450,"Strawberry Cake","Napoleon Cake","Apple Croissant","Cheese Croissant",NA,NA,NA,NA
"451",451,"Strawberry Cake","Tuile Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"452",452,"Chocolate Meringue","Marzipan Cookie","Chocolate Croissant","Single Espresso",NA,NA,NA,NA
"453",453,"Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"454",454,"Napoleon Cake","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA
"455",455,"Berry Tart","Blackberry Tart","Apricot Danish","Apple Danish",NA,NA,NA,NA
"456",456,"Berry Tart","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA
"457",457,"Apple Tart","Blueberry Tart","Chocolate Croissant",NA,NA,NA,NA,NA
"458",458,"Chocolate Cake","Casino Cake","Apricot Tart","Cherry Tart","Lemon Cookie","Apple Danish","Chocolate Coffee","Vanilla Frappuccino"
"459",459,"Berry Tart","Apricot Croissant","Bottled Water",NA,NA,NA,NA,NA
"460",460,"Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"461",461,"Casino Cake","Vanilla Eclair","Blueberry Tart",NA,NA,NA,NA,NA
"462",462,"Coffee Eclair","Blackberry Tart","Single Espresso",NA,NA,NA,NA,NA
"463",463,"Berry Tart","Vanilla Meringue","Almond Croissant","Blueberry Danish","Bottled Water",NA,NA,NA
"464",464,"Lemon Cake","Raspberry Cookie","Apricot Croissant",NA,NA,NA,NA,NA
"465",465,"Chocolate Cake","Apple Tart","Pecan Tart","Gongolais Cookie","Single Espresso",NA,NA,NA
"466",466,"Blueberry Tart","Pecan Tart","Apricot Croissant","Single Espresso",NA,NA,NA,NA
"467",467,"Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade",NA,NA,NA,NA
"468",468,"Lemon Cake","Opera Cake","Walnut Cookie","Raspberry Lemonade","Orange Juice","Green Tea","Chocolate Coffee",NA
"469",469,"Truffle Cake","Blueberry Tart","Chocolate Meringue","Cherry Soda",NA,NA,NA,NA
"470",470,"Chocolate Tart","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"471",471,"Apple Pie","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA
"472",472,"Strawberry Cake","Napoleon Cake","Apricot Tart",NA,NA,NA,NA,NA
"473",473,"Chocolate Tart","Vanilla Frappuccino",NA,NA,NA,NA,NA,NA
"474",474,"Apple Pie","Apricot Croissant",NA,NA,NA,NA,NA,NA
"475",475,"Apple Tart","Cheese Croissant","Orange Juice","Chocolate Coffee",NA,NA,NA,NA
"476",476,"Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade",NA,NA,NA,NA
"477",477,"Napoleon Cake","Apricot Tart","Berry Tart","Cheese Croissant","Almond Bear Claw","Single Espresso",NA,NA
"478",478,"Berry Tart","Blackberry Tart","Vanilla Meringue","Vanilla Frappuccino",NA,NA,NA,NA
"479",479,"Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"480",480,"Opera Cake","Ganache Cookie","Bottled Water",NA,NA,NA,NA,NA
"481",481,"Opera Cake","Chocolate Coffee",NA,NA,NA,NA,NA,NA
"482",482,"Napoleon Cake",NA,NA,NA,NA,NA,NA,NA
"483",483,"Blueberry Tart","Lemon Cookie","Almond Croissant","Apple Croissant","Cherry Soda",NA,NA,NA
"484",484,"Lemon Tart",NA,NA,NA,NA,NA,NA,NA
"485",485,"Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA,NA
"486",486,"Strawberry Cake","Chocolate Croissant",NA,NA,NA,NA,NA,NA
"487",487,"Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA,NA,NA
"488",488,"Truffle Cake","Gongolais Cookie",NA,NA,NA,NA,NA,NA
"489",489,"Almond Tart","Apple Croissant",NA,NA,NA,NA,NA,NA
"490",490,"Strawberry Cake","Chocolate Tart","Lemon Lemonade","Vanilla Frappuccino",NA,NA,NA,NA
"491",491,"Blueberry Danish","Vanilla Frappuccino",NA,NA,NA,NA,NA,NA
"492",492,"Berry Tart","Blackberry Tart","Apple Croissant",NA,NA,NA,NA,NA
"493",493,"Truffle Cake","Vanilla Meringue","Cheese Croissant","Orange Juice","Bottled Water",NA,NA,NA
"494",494,"Apricot Tart","Almond Croissant","Almond Bear Claw",NA,NA,NA,NA,NA
"495",495,"Casino Cake","Opera Cake","Cherry Tart","Apricot Danish","Vanilla Frappuccino",NA,NA,NA
"496",496,"Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"497",497,"Chocolate Tart","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA
"498",498,"Chocolate Tart","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"499",499,"Berry Tart","Bottled Water",NA,NA,NA,NA,NA,NA
"500",500,"Chocolate Cake","Casino Cake","Chocolate Coffee",NA,NA,NA,NA,NA
"501",501,"Chocolate Cake","Ganache Cookie","Cheese Croissant","Blueberry Danish",NA,NA,NA,NA
"502",502,"Berry Tart","Marzipan Cookie","Bottled Water",NA,NA,NA,NA,NA
"503",503,"Apple Tart","Apple Croissant","Apple Danish",NA,NA,NA,NA,NA
"504",504,"Truffle Cake","Cherry Tart",NA,NA,NA,NA,NA,NA
"505",505,"Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"506",506,"Chocolate Cake","Pecan Tart",NA,NA,NA,NA,NA,NA
"507",507,"Raspberry Cookie","Almond Croissant",NA,NA,NA,NA,NA,NA
"508",508,"Chocolate Cake","Berry Tart","Blueberry Tart","Apricot Croissant",NA,NA,NA,NA
"509",509,"Vanilla Eclair",NA,NA,NA,NA,NA,NA,NA
"510",510,"Apricot Tart","Vanilla Meringue","Marzipan Cookie","Tuile Cookie","Chocolate Coffee",NA,NA,NA
"511",511,"Strawberry Cake","Napoleon Cake","Apple Tart","Chocolate Tart","Almond Twist",NA,NA,NA
"512",512,"Almond Tart","Pecan Tart","Almond Twist",NA,NA,NA,NA,NA
"513",513,"Opera Cake","Coffee Eclair","Apple Pie","Ganache Cookie","Raspberry Cookie",NA,NA,NA
"514",514,"Ganache Cookie","Apple Croissant","Apricot Croissant",NA,NA,NA,NA,NA
"515",515,"Chocolate Cake","Lemon Cake","Truffle Cake","Raspberry Cookie","Apricot Croissant","Orange Juice","Bottled Water",NA
"516",516,"Chocolate Cake","Casino Cake","Chocolate Coffee",NA,NA,NA,NA,NA
"517",517,"Chocolate Croissant","Almond Twist","Vanilla Frappuccino",NA,NA,NA,NA,NA
"518",518,"Blueberry Tart","Tuile Cookie","Apricot Croissant","Hot Coffee",NA,NA,NA,NA
"519",519,"Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"520",520,"Chocolate Cake","Truffle Cake","Raspberry Cookie","Cheese Croissant","Apricot Danish","Chocolate Coffee","Cherry Soda",NA
"521",521,"Berry Tart","Tuile Cookie","Walnut Cookie","Bottled Water",NA,NA,NA,NA
"522",522,"Apricot Tart","Blackberry Tart","Lemon Cookie",NA,NA,NA,NA,NA
"523",523,"Vanilla Eclair","Gongolais Cookie","Raspberry Cookie",NA,NA,NA,NA,NA
"524",524,"Apple Pie","Berry Tart","Vanilla Meringue","Tuile Cookie","Raspberry Lemonade","Green Tea","Hot Coffee",NA
"525",525,"Gongolais Cookie","Blueberry Danish",NA,NA,NA,NA,NA,NA
"526",526,"Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"527",527,"Chocolate Cake","Casino Cake","Blackberry Tart","Blueberry Tart","Gongolais Cookie","Apricot Danish","Chocolate Coffee",NA
"528",528,"Raspberry Lemonade","Orange Juice",NA,NA,NA,NA,NA,NA
"529",529,"Chocolate Eclair","Napoleon Cake","Almond Croissant",NA,NA,NA,NA,NA
"530",530,"Strawberry Cake","Apricot Tart","Almond Twist","Hot Coffee","Single Espresso",NA,NA,NA
"531",531,"Chocolate Cake","Blueberry Tart",NA,NA,NA,NA,NA,NA
"532",532,"Berry Tart","Marzipan Cookie","Tuile Cookie","Almond Twist","Cherry Soda",NA,NA,NA
"533",533,"Apricot Tart","Tuile Cookie",NA,NA,NA,NA,NA,NA
"534",534,"Apricot Tart","Cherry Tart",NA,NA,NA,NA,NA,NA
"535",535,"Berry Tart","Walnut Cookie","Apple Croissant","Apricot Danish","Raspberry Lemonade","Single Espresso",NA,NA
"536",536,"Blackberry Tart","Chocolate Croissant","Chocolate Coffee","Cherry Soda",NA,NA,NA,NA
"537",537,"Blackberry Tart","Tuile Cookie",NA,NA,NA,NA,NA,NA
"538",538,"Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"539",539,"Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"540",540,"Cheese Croissant","Apricot Danish","Orange Juice",NA,NA,NA,NA,NA
"541",541,"Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"542",542,"Coffee Eclair","Napoleon Cake","Blackberry Tart","Green Tea",NA,NA,NA,NA
"543",543,"Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"544",544,"Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"545",545,"Berry Tart",NA,NA,NA,NA,NA,NA,NA
"546",546,"Truffle Cake","Vanilla Eclair","Berry Tart","Ganache Cookie","Cheese Croissant","Almond Bear Claw",NA,NA
"547",547,"Chocolate Cake","Opera Cake","Almond Tart","Almond Bear Claw","Lemon Lemonade",NA,NA,NA
"548",548,"Almond Tart","Berry Tart","Cherry Tart","Vanilla Frappuccino",NA,NA,NA,NA
"549",549,"Apple Pie","Almond Twist","Almond Bear Claw",NA,NA,NA,NA,NA
"550",550,"Lemon Cake","Opera Cake","Cherry Tart","Lemon Tart","Apricot Danish",NA,NA,NA
"551",551,"Opera Cake","Truffle Cake","Gongolais Cookie",NA,NA,NA,NA,NA
"552",552,"Napoleon Cake","Lemon Cookie","Marzipan Cookie","Chocolate Croissant",NA,NA,NA,NA
"553",553,"Strawberry Cake","Coffee Eclair","Napoleon Cake",NA,NA,NA,NA,NA
"554",554,"Chocolate Cake","Apple Tart","Apricot Danish",NA,NA,NA,NA,NA
"555",555,"Tuile Cookie","Walnut Cookie","Almond Twist",NA,NA,NA,NA,NA
"556",556,"Napoleon Cake","Apple Pie","Tuile Cookie","Cheese Croissant","Raspberry Lemonade",NA,NA,NA
"557",557,"Berry Tart","Bottled Water",NA,NA,NA,NA,NA,NA
"558",558,"Strawberry Cake","Apple Pie","Raspberry Lemonade","Green Tea",NA,NA,NA,NA
"559",559,"Chocolate Tart","Vanilla Frappuccino",NA,NA,NA,NA,NA,NA
