"","ReceiptID","Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8"
"1330","1330","Chocolate Tart","Lemon Tart","Tuile Cookie","Almond Croissant","","","",""
"1331","1331","Apricot Tart","Cherry Tart","Almond Croissant","Chocolate Croissant","Apricot Danish","","",""
"1332","1332","Chocolate Tart","Walnut Cookie","Lemon Lemonade","Vanilla Frappuccino","","","",""
"1333","1333","Blueberry Tart","Pecan Tart","Marzipan Cookie","Tuile Cookie","","","",""
"1334","1334","Apricot Croissant","Orange Juice","","","","","",""
"1335","1335","Almond Tart","Marzipan Cookie","Tuile Cookie","","","","",""
"1336","1336","Cheese Croissant","Orange Juice","","","","","",""
"1337","1337","Truffle Cake","Gongolais Cookie","Almond Twist","","","","",""
"1338","1338","Truffle Cake","Gongolais Cookie","Tuile Cookie","Walnut Cookie","Green Tea","Vanilla Frappuccino","",""
"1339","1339","Berry Tart","Bottled Water","","","","","",""
"1340","1340","Blackberry Tart","Apple Croissant","Hot Coffee","","","","",""
"1341","1341","Almond Twist","","","","","","",""
"1342","1342","Berry Tart","Blueberry Tart","Green Tea","Bottled Water","","","",""
"1343","1343","Coffee Eclair","Vanilla Eclair","Apple Tart","Cherry Tart","Marzipan Cookie","Chocolate Croissant","Apricot Danish","Blueberry Danish"
"1344","1344","Coffee Eclair","","","","","","",""
"1345","1345","Truffle Cake","Chocolate Meringue","Vanilla Meringue","Almond Croissant","Almond Bear Claw","","",""
"1346","1346","Lemon Cake","Chocolate Tart","Marzipan Cookie","Tuile Cookie","","","",""
"1347","1347","Chocolate Tart","Chocolate Meringue","Lemon Lemonade","Bottled Water","","","",""
"1348","1348","Berry Tart","Apple Danish","Almond Twist","Bottled Water","","","",""
"1349","1349","Chocolate Eclair","Marzipan Cookie","Tuile Cookie","Almond Twist","","","",""
"1350","1350","Strawberry Cake","Apple Croissant","","","","","",""
"1351","1351","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda","","","",""
"1352","1352","Lemon Cake","Truffle Cake","Blackberry Tart","Marzipan Cookie","","","",""
"1353","1353","Opera Cake","Vanilla Frappuccino","","","","","",""
"1354","1354","Lemon Cake","Lemon Tart","","","","","",""
"1355","1355","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino","","","","",""
"1356","1356","Blueberry Tart","Apricot Croissant","","","","","",""
"1357","1357","Truffle Cake","Tuile Cookie","Almond Croissant","Almond Twist","","","",""
"1358","1358","Cherry Tart","Ganache Cookie","Gongolais Cookie","Apricot Danish","","","",""
"1359","1359","Lemon Lemonade","Hot Coffee","Cherry Soda","","","","",""
"1360","1360","Chocolate Meringue","Apricot Danish","","","","","",""
"1361","1361","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino","","","","",""
"1362","1362","Blueberry Tart","Cherry Tart","","","","","",""
"1363","1363","Strawberry Cake","","","","","","",""
"1364","1364","Chocolate Eclair","Coffee Eclair","Chocolate Croissant","Almond Bear Claw","","","",""
"1365","1365","Chocolate Cake","Lemon Cookie","Cherry Soda","","","","",""
"1366","1366","Casino Cake","Pecan Tart","","","","","",""
"1367","1367","Lemon Cookie","","","","","","",""
"1368","1368","Opera Cake","Cherry Tart","Gongolais Cookie","Apricot Danish","","","",""
"1369","1369","Almond Tart","Marzipan Cookie","Orange Juice","","","","",""
"1370","1370","Napoleon Cake","Tuile Cookie","","","","","",""
"1371","1371","Coffee Eclair","Blackberry Tart","Single Espresso","","","","",""
"1372","1372","Tuile Cookie","","","","","","",""
"1373","1373","Vanilla Eclair","Vanilla Meringue","","","","","",""
"1374","1374","Apple Tart","Apple Croissant","Apple Danish","","","","",""
"1375","1375","Opera Cake","Cherry Tart","Apricot Danish","","","","",""
"1376","1376","Chocolate Cake","Lemon Cake","Coffee Eclair","Lemon Tart","Ganache Cookie","","",""
"1377","1377","Apple Pie","Chocolate Tart","Green Tea","Vanilla Frappuccino","","","",""
"1378","1378","Truffle Cake","Gongolais Cookie","Lemon Lemonade","","","","",""
"1379","1379","Lemon Cake","Napoleon Cake","Lemon Tart","Chocolate Coffee","","","",""
"1380","1380","Berry Tart","Bottled Water","","","","","",""
"1381","1381","Opera Cake","Cherry Tart","Apricot Danish","","","","",""
"1382","1382","Opera Cake","Cherry Tart","Apricot Danish","","","","",""
"1383","1383","Apple Pie","Lemon Cookie","Apricot Croissant","","","","",""
"1384","1384","Napoleon Cake","Marzipan Cookie","Tuile Cookie","Chocolate Coffee","","","",""
"1385","1385","Vanilla Eclair","Chocolate Tart","Orange Juice","Single Espresso","","","",""
"1386","1386","Strawberry Cake","Almond Croissant","Apricot Croissant","Single Espresso","","","",""
"1387","1387","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda","","","",""
"1388","1388","Chocolate Eclair","","","","","","",""
"1389","1389","Almond Tart","","","","","","",""
"1390","1390","Chocolate Cake","Casino Cake","Chocolate Coffee","","","","",""
"1391","1391","Lemon Cake","Tuile Cookie","Cherry Soda","","","","",""
"1392","1392","Strawberry Cake","","","","","","",""
"1393","1393","Chocolate Tart","Marzipan Cookie","Tuile Cookie","Raspberry Lemonade","","","",""
"1394","1394","Truffle Cake","Gongolais Cookie","Raspberry Cookie","Tuile Cookie","Walnut Cookie","Almond Croissant","Apricot Danish",""
"1395","1395","Lemon Cake","Strawberry Cake","Napoleon Cake","","","","",""
"1396","1396","Lemon Cake","Casino Cake","Opera Cake","Gongolais Cookie","Blueberry Danish","","",""
"1397","1397","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea","","",""
"1398","1398","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee","","","",""
"1399","1399","Chocolate Cake","Blueberry Tart","Apricot Croissant","Hot Coffee","","","",""
"1400","1400","Lemon Tart","Apricot Croissant","Vanilla Frappuccino","Single Espresso","","","",""
"1401","1401","Berry Tart","Pecan Tart","Chocolate Croissant","","","","",""
"1402","1402","Berry Tart","Blackberry Tart","Marzipan Cookie","Apple Croissant","Blueberry Danish","Orange Juice","",""
"1403","1403","Casino Cake","Strawberry Cake","Vanilla Eclair","Napoleon Cake","Cherry Tart","Cherry Soda","",""
"1404","1404","Tuile Cookie","Green Tea","Vanilla Frappuccino","","","","",""
"1405","1405","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee","","","",""
"1406","1406","Apple Pie","","","","","","",""
"1407","1407","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea","","",""
"1408","1408","Strawberry Cake","Napoleon Cake","","","","","",""
"1409","1409","Lemon Cake","Tuile Cookie","Cheese Croissant","Apricot Danish","Cherry Soda","","",""
"1410","1410","Berry Tart","Cherry Tart","Apple Danish","Cherry Soda","","","",""
"1411","1411","Berry Tart","Chocolate Tart","Lemon Tart","Bottled Water","Chocolate Coffee","","",""
"1412","1412","Lemon Cake","Opera Cake","Lemon Tart","Almond Croissant","Almond Twist","Cherry Soda","",""
"1413","1413","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","","","",""
"1414","1414","Berry Tart","Pecan Tart","Cheese Croissant","","","","",""
"1415","1415","Coffee Eclair","Blackberry Tart","Almond Twist","Blueberry Danish","","","",""
"1416","1416","Casino Cake","Marzipan Cookie","Tuile Cookie","Apricot Croissant","Single Espresso","","",""
"1417","1417","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda","","","",""
"1418","1418","Lemon Cake","Casino Cake","Apple Pie","Cherry Tart","","","",""
"1419","1419","Strawberry Cake","Chocolate Eclair","Apple Pie","Orange Juice","","","",""
"1420","1420","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea","","",""
"1421","1421","Apple Tart","Berry Tart","Chocolate Tart","Ganache Cookie","Marzipan Cookie","Tuile Cookie","Cheese Croissant",""
"1422","1422","Truffle Cake","Gongolais Cookie","","","","","",""
"1423","1423","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda","","","",""
"1424","1424","Pecan Tart","Lemon Cookie","Walnut Cookie","","","","",""
"1425","1425","Almond Tart","Marzipan Cookie","Tuile Cookie","Apricot Danish","Chocolate Coffee","","",""
"1426","1426","Berry Tart","Apple Croissant","","","","","",""
"1427","1427","Coffee Eclair","Apple Tart","Marzipan Cookie","Walnut Cookie","Green Tea","","",""
"1428","1428","Lemon Cake","Raspberry Cookie","Apple Danish","","","","",""
"1429","1429","Coffee Eclair","Walnut Cookie","Apple Danish","Raspberry Lemonade","Vanilla Frappuccino","","",""
"1430","1430","Lemon Cake","Lemon Tart","","","","","",""
"1431","1431","Chocolate Cake","Vanilla Eclair","Pecan Tart","Raspberry Cookie","Apricot Croissant","","",""
"1432","1432","Lemon Cake","Chocolate Eclair","Chocolate Meringue","","","","",""
"1433","1433","Chocolate Cake","Casino Cake","Chocolate Meringue","Apple Danish","","","",""
"1434","1434","Chocolate Cake","Gongolais Cookie","","","","","",""
"1435","1435","Strawberry Cake","Blackberry Tart","Apricot Danish","Almond Bear Claw","","","",""
"1436","1436","Opera Cake","Cherry Tart","Apricot Danish","","","","",""
"1437","1437","Blueberry Tart","Apricot Croissant","","","","","",""
"1438","1438","Truffle Cake","Coffee Eclair","Orange Juice","","","","",""
"1439","1439","Almond Croissant","Cheese Croissant","Chocolate Croissant","","","","",""
"1440","1440","Lemon Cake","Blueberry Tart","Walnut Cookie","Apricot Croissant","Hot Coffee","","",""
"1441","1441","Almond Twist","Chocolate Coffee","","","","","",""
"1442","1442","Raspberry Lemonade","","","","","","",""
"1443","1443","Coffee Eclair","Blackberry Tart","Single Espresso","","","","",""
"1444","1444","Opera Cake","Napoleon Cake","Blueberry Tart","Marzipan Cookie","Tuile Cookie","Apple Croissant","Orange Juice",""
"1445","1445","Coffee Eclair","Blackberry Tart","Single Espresso","","","","",""
"1446","1446","Casino Cake","Vanilla Eclair","","","","","",""
"1447","1447","Lemon Cake","Apple Croissant","Cheese Croissant","Apricot Danish","Orange Juice","","",""
"1448","1448","Strawberry Cake","","","","","","",""
"1449","1449","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea","","",""
"1450","1450","Strawberry Cake","Chocolate Meringue","Tuile Cookie","","","","",""
"1451","1451","Raspberry Lemonade","","","","","","",""
"1452","1452","Coffee Eclair","Marzipan Cookie","Tuile Cookie","Cherry Soda","","","",""
"1453","1453","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee","","","",""
"1454","1454","Chocolate Eclair","Cherry Soda","","","","","",""
"1455","1455","Strawberry Cake","Cherry Tart","Gongolais Cookie","Vanilla Meringue","Almond Twist","","",""
"1456","1456","Berry Tart","","","","","","",""
"1457","1457","Chocolate Eclair","Raspberry Cookie","Lemon Cookie","Almond Twist","Lemon Lemonade","Raspberry Lemonade","Green Tea",""
"1458","1458","Opera Cake","Cherry Tart","Lemon Tart","Ganache Cookie","Apricot Danish","","",""
"1459","1459","Almond Croissant","Apricot Croissant","Chocolate Coffee","","","","",""
"1460","1460","Coffee Eclair","","","","","","",""
"1461","1461","Chocolate Cake","Casino Cake","Chocolate Coffee","","","","",""
"1462","1462","Apple Tart","Gongolais Cookie","Almond Twist","","","","",""
"1463","1463","Chocolate Eclair","Chocolate Tart","Gongolais Cookie","Cheese Croissant","","","",""
"1464","1464","Almond Tart","Raspberry Cookie","Vanilla Meringue","Marzipan Cookie","Orange Juice","","",""
"1465","1465","Casino Cake","Vanilla Eclair","Berry Tart","Apple Danish","","","",""
"1466","1466","Walnut Cookie","Blueberry Danish","Lemon Lemonade","","","","",""
"1467","1467","Truffle Cake","Vanilla Eclair","Napoleon Cake","Marzipan Cookie","Tuile Cookie","Cherry Soda","",""
"1468","1468","Blueberry Tart","Apricot Croissant","Hot Coffee","","","","",""
"1469","1469","Chocolate Cake","Lemon Cake","Coffee Eclair","Apricot Tart","Apricot Danish","Raspberry Lemonade","Chocolate Coffee",""
"1470","1470","Opera Cake","Vanilla Eclair","Apple Pie","Cherry Tart","Apricot Danish","","",""
"1471","1471","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea","","",""
"1472","1472","Lemon Cake","Almond Twist","","","","","",""
"1473","1473","Napoleon Cake","Gongolais Cookie","Tuile Cookie","Blueberry Danish","Green Tea","","",""
"1474","1474","Casino Cake","Apple Tart","Berry Tart","Lemon Tart","Lemon Cookie","Bottled Water","",""
"1475","1475","Pecan Tart","Raspberry Cookie","Walnut Cookie","Bottled Water","","","",""
"1476","1476","Pecan Tart","Walnut Cookie","Chocolate Coffee","","","","",""
"1477","1477","Strawberry Cake","Gongolais Cookie","Chocolate Croissant","","","","",""
"1478","1478","Berry Tart","Bottled Water","","","","","",""
"1479","1479","Marzipan Cookie","Tuile Cookie","","","","","",""
"1480","1480","Strawberry Cake","Gongolais Cookie","Lemon Lemonade","","","","",""
"1481","1481","Apple Pie","Lemon Cookie","Lemon Lemonade","","","","",""
"1482","1482","Chocolate Cake","Chocolate Coffee","","","","","",""
"1483","1483","Berry Tart","Bottled Water","Vanilla Frappuccino","","","","",""
"1484","1484","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea","","",""
"1485","1485","Truffle Cake","Apple Danish","Bottled Water","","","","",""
"1486","1486","Strawberry Cake","Napoleon Cake","Berry Tart","Cherry Tart","","","",""
"1487","1487","Napoleon Cake","Lemon Cookie","Chocolate Croissant","Vanilla Frappuccino","","","",""
"1488","1488","Strawberry Cake","Napoleon Cake","Gongolais Cookie","","","","",""
"1489","1489","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee","","","",""
"1490","1490","Casino Cake","Chocolate Tart","Apricot Danish","Orange Juice","Green Tea","Chocolate Coffee","",""
"1491","1491","Vanilla Eclair","Raspberry Cookie","Vanilla Frappuccino","","","","",""
"1492","1492","Lemon Cake","Napoleon Cake","Berry Tart","Lemon Tart","Apricot Croissant","Apple Danish","Single Espresso",""
"1493","1493","Opera Cake","Cherry Tart","Apricot Danish","","","","",""
"1494","1494","Apricot Tart","Pecan Tart","Apricot Danish","Vanilla Frappuccino","","","",""
"1495","1495","Berry Tart","Chocolate Meringue","Apricot Danish","Apple Danish","Almond Twist","Green Tea","",""
"1496","1496","Truffle Cake","Cherry Tart","Gongolais Cookie","","","","",""
"1497","1497","Truffle Cake","Apple Tart","Chocolate Tart","Almond Croissant","Blueberry Danish","Chocolate Coffee","Single Espresso",""
"1498","1498","Strawberry Cake","Apricot Danish","","","","","",""
"1499","1499","Chocolate Cake","Marzipan Cookie","Almond Croissant","Cheese Croissant","Orange Juice","","",""
"1500","1500","Opera Cake","Cherry Tart","Apricot Danish","","","","",""
"1501","1501","Raspberry Cookie","Almond Croissant","","","","","",""
"1502","1502","Opera Cake","Cherry Tart","Apricot Danish","","","","",""
"1503","1503","Marzipan Cookie","Apple Danish","Lemon Lemonade","Orange Juice","Chocolate Coffee","","",""
"1504","1504","Coffee Eclair","Apricot Danish","","","","","",""
"1505","1505","Vanilla Eclair","Vanilla Meringue","Marzipan Cookie","Cherry Soda","","","",""
"1506","1506","Coffee Eclair","Apple Pie","Ganache Cookie","Almond Twist","","","",""
"1507","1507","Lemon Cake","Lemon Tart","Lemon Cookie","","","","",""
"1508","1508","Chocolate Cake","Vanilla Eclair","Chocolate Coffee","","","","",""
"1509","1509","Opera Cake","Cherry Tart","Apricot Danish","","","","",""
"1510","1510","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea","","",""
"1511","1511","Strawberry Cake","Apple Tart","Apple Croissant","","","","",""
"1512","1512","Lemon Cake","Opera Cake","Ganache Cookie","Raspberry Cookie","Almond Bear Claw","","",""
"1513","1513","Truffle Cake","Gongolais Cookie","","","","","",""
"1514","1514","Lemon Cake","Opera Cake","Lemon Tart","Apricot Croissant","Bottled Water","Vanilla Frappuccino","",""
"1515","1515","Strawberry Cake","Napoleon Cake","Green Tea","","","","",""
"1516","1516","Blackberry Tart","Gongolais Cookie","Chocolate Meringue","","","","",""
"1517","1517","Casino Cake","Berry Tart","Lemon Tart","Bottled Water","","","",""
"1518","1518","Strawberry Cake","Napoleon Cake","Blueberry Danish","Bottled Water","Chocolate Coffee","","",""
"1519","1519","Blueberry Tart","Apricot Croissant","Apricot Danish","","","","",""
"1520","1520","Coffee Eclair","Gongolais Cookie","Apple Danish","","","","",""
"1521","1521","Chocolate Cake","Vanilla Eclair","Cheese Croissant","Orange Juice","Vanilla Frappuccino","","",""
"1522","1522","Truffle Cake","Blackberry Tart","Gongolais Cookie","","","","",""
"1523","1523","Truffle Cake","Cheese Croissant","Orange Juice","Cherry Soda","","","",""
"1524","1524","Strawberry Cake","Berry Tart","Cheese Croissant","Bottled Water","Hot Coffee","","",""
"1525","1525","Opera Cake","Cherry Tart","Apricot Danish","","","","",""
"1526","1526","Cherry Tart","Cheese Croissant","Almond Twist","Orange Juice","Hot Coffee","","",""
"1527","1527","Chocolate Cake","Tuile Cookie","Almond Bear Claw","Raspberry Lemonade","Chocolate Coffee","","",""
"1528","1528","Chocolate Cake","Chocolate Coffee","","","","","",""
"1529","1529","Apple Danish","Hot Coffee","","","","","",""
"1530","1530","Strawberry Cake","Napoleon Cake","Blueberry Tart","Lemon Tart","Almond Croissant","","",""
"1531","1531","Lemon Cake","Almond Tart","Lemon Tart","Almond Bear Claw","","","",""
"1532","1532","Chocolate Cake","Casino Cake","Chocolate Coffee","","","","",""
"1533","1533","Lemon Cake","Lemon Tart","Gongolais Cookie","","","","",""
"1534","1534","Opera Cake","Raspberry Cookie","Apricot Danish","","","","",""
"1535","1535","Hot Coffee","Vanilla Frappuccino","","","","","",""
"1536","1536","Ganache Cookie","Single Espresso","","","","","",""
"1537","1537","Vanilla Eclair","Raspberry Lemonade","","","","","",""
"1538","1538","Lemon Cake","Apricot Tart","","","","","",""
"1539","1539","Opera Cake","Coffee Eclair","Apricot Tart","Chocolate Tart","Cherry Tart","Lemon Cookie","Apricot Danish",""
"1540","1540","Strawberry Cake","Coffee Eclair","Napoleon Cake","Apple Tart","Cherry Tart","Almond Twist","",""
"1541","1541","Cherry Tart","Almond Croissant","Almond Twist","Cherry Soda","","","",""
"1542","1542","Strawberry Cake","Apple Croissant","Chocolate Croissant","Hot Coffee","","","",""
"1543","1543","Chocolate Cake","Lemon Cake","Lemon Tart","Raspberry Cookie","Single Espresso","","",""
"1544","1544","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea","","",""
"1545","1545","Vanilla Eclair","Lemon Cookie","Almond Croissant","Apple Croissant","Apricot Croissant","Raspberry Lemonade","Orange Juice",""
"1546","1546","Coffee Eclair","Napoleon Cake","Apple Pie","Apricot Tart","Apricot Croissant","Almond Twist","Orange Juice",""
"1547","1547","Strawberry Cake","Almond Tart","Apple Pie","Almond Bear Claw","Vanilla Frappuccino","","",""
"1548","1548","Napoleon Cake","Marzipan Cookie","Tuile Cookie","Lemon Lemonade","Raspberry Lemonade","","",""
"1549","1549","Strawberry Cake","Napoleon Cake","","","","","",""
"1550","1550","Chocolate Eclair","Lemon Tart","Apple Croissant","Lemon Lemonade","Single Espresso","","",""
"1551","1551","Cherry Tart","Lemon Tart","Apple Croissant","Hot Coffee","","","",""
"1552","1552","Truffle Cake","Lemon Tart","Ganache Cookie","Chocolate Meringue","Walnut Cookie","Apple Croissant","Raspberry Lemonade","Chocolate Coffee"
"1553","1553","Opera Cake","Cherry Tart","Apricot Danish","","","","",""
"1554","1554","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda","","","",""
"1555","1555","Berry Tart","Orange Juice","Cherry Soda","","","","",""
"1556","1556","Apple Pie","Apricot Croissant","Bottled Water","Hot Coffee","Cherry Soda","","",""
"1557","1557","Coffee Eclair","Almond Tart","Lemon Tart","","","","",""
"1558","1558","Chocolate Cake","Casino Cake","Raspberry Cookie","Chocolate Coffee","","","",""
"1559","1559","Coffee Eclair","Apple Pie","Almond Twist","","","","",""
"1560","1560","Apricot Tart","Pecan Tart","Chocolate Meringue","Apple Danish","","","",""
"1561","1561","Blueberry Tart","Apricot Croissant","Almond Bear Claw","Hot Coffee","","","",""
"1562","1562","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea","","",""
"1563","1563","Chocolate Eclair","Napoleon Cake","Gongolais Cookie","Chocolate Croissant","Apricot Danish","","",""
"1564","1564","Chocolate Croissant","Almond Twist","Hot Coffee","Cherry Soda","","","",""
"1565","1565","Raspberry Cookie","Lemon Cookie","Apple Croissant","Lemon Lemonade","Raspberry Lemonade","Green Tea","",""
"1566","1566","Casino Cake","Napoleon Cake","Marzipan Cookie","Apricot Danish","","","",""
"1567","1567","Blueberry Tart","Cherry Tart","Raspberry Cookie","Vanilla Frappuccino","","","",""
"1568","1568","Strawberry Cake","Blueberry Tart","Cheese Croissant","","","","",""
"1569","1569","Lemon Cake","Opera Cake","Apple Tart","Cherry Tart","Apricot Danish","Green Tea","",""
"1570","1570","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee","","","",""
"1571","1571","Napoleon Cake","Cherry Tart","Lemon Tart","Pecan Tart","Blueberry Danish","","",""
"1572","1572","Blueberry Tart","Tuile Cookie","Apple Croissant","Vanilla Frappuccino","","","",""
"1573","1573","Blueberry Tart","Lemon Cookie","Apricot Croissant","","","","",""
"1574","1574","Almond Tart","Berry Tart","Lemon Tart","Lemon Cookie","","","",""
"1575","1575","Chocolate Cake","Casino Cake","Napoleon Cake","Almond Twist","Lemon Lemonade","","",""
"1576","1576","Marzipan Cookie","Raspberry Lemonade","","","","","",""
"1577","1577","Chocolate Meringue","Cherry Soda","","","","","",""
"1578","1578","Berry Tart","Blueberry Tart","Lemon Tart","Ganache Cookie","Apricot Croissant","Hot Coffee","",""
"1579","1579","Almond Twist","","","","","","",""
"1580","1580","Strawberry Cake","Napoleon Cake","","","","","",""
"1581","1581","Opera Cake","Cherry Tart","Apricot Danish","","","","",""
"1582","1582","Lemon Cake","Lemon Tart","Blueberry Danish","","","","",""
"1583","1583","Strawberry Cake","Lemon Lemonade","Cherry Soda","","","","",""
"1584","1584","Blackberry Tart","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino","","","",""
"1585","1585","Strawberry Cake","Chocolate Eclair","Blueberry Tart","Raspberry Cookie","Apple Croissant","Cheese Croissant","Vanilla Frappuccino",""
"1586","1586","Truffle Cake","Berry Tart","Vanilla Meringue","Raspberry Lemonade","","","",""
"1587","1587","Casino Cake","Ganache Cookie","Lemon Cookie","Tuile Cookie","Almond Croissant","Apple Danish","Raspberry Lemonade",""
"1588","1588","Marzipan Cookie","Tuile Cookie","","","","","",""
"1589","1589","Apple Pie","Lemon Cookie","Blueberry Danish","Vanilla Frappuccino","","","",""
"1590","1590","Chocolate Eclair","Berry Tart","Lemon Cookie","Orange Juice","Bottled Water","","",""
"1591","1591","Blackberry Tart","Cherry Tart","Chocolate Meringue","Blueberry Danish","Raspberry Lemonade","Orange Juice","Vanilla Frappuccino",""
"1592","1592","Opera Cake","Chocolate Meringue","Blueberry Danish","","","","",""
"1593","1593","Lemon Cake","Casino Cake","Chocolate Eclair","Almond Tart","Vanilla Frappuccino","","",""
"1594","1594","Cherry Tart","Almond Croissant","Chocolate Croissant","Green Tea","","","",""
"1595","1595","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee","","","",""
"1596","1596","Berry Tart","Blueberry Tart","Bottled Water","","","","",""
"1597","1597","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee","","","",""
"1598","1598","Lemon Cake","Strawberry Cake","Vanilla Eclair","Chocolate Croissant","Raspberry Lemonade","","",""
"1599","1599","Lemon Cake","Lemon Tart","Almond Twist","","","","",""
"1600","1600","Strawberry Cake","Chocolate Tart","Almond Twist","Vanilla Frappuccino","","","",""
"1601","1601","Chocolate Eclair","Napoleon Cake","Blackberry Tart","Blueberry Tart","Cherry Tart","Chocolate Croissant","Apricot Danish",""
"1602","1602","Lemon Cake","Blueberry Tart","Marzipan Cookie","","","","",""
"1603","1603","Truffle Cake","Chocolate Eclair","Gongolais Cookie","Apple Croissant","Apricot Croissant","Almond Twist","Vanilla Frappuccino",""
"1604","1604","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee","","","",""
"1605","1605","Opera Cake","Cherry Tart","Pecan Tart","Apricot Danish","","","",""
"1606","1606","Berry Tart","Apricot Croissant","Bottled Water","Hot Coffee","","","",""
"1607","1607","Lemon Cake","Vanilla Meringue","Tuile Cookie","","","","",""
"1608","1608","Chocolate Meringue","Almond Bear Claw","","","","","",""
"1609","1609","Truffle Cake","Gongolais Cookie","Cheese Croissant","","","","",""
"1610","1610","Raspberry Cookie","Tuile Cookie","","","","","",""
"1611","1611","Chocolate Meringue","Chocolate Croissant","","","","","",""
"1612","1612","Blackberry Tart","Ganache Cookie","Vanilla Frappuccino","","","","",""
"1613","1613","Lemon Cake","Lemon Tart","Ganache Cookie","","","","",""
"1614","1614","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino","","","","",""
"1615","1615","Chocolate Eclair","Cherry Tart","Walnut Cookie","Apple Danish","","","",""
"1616","1616","Vanilla Eclair","Apple Croissant","Orange Juice","","","","",""
"1617","1617","Strawberry Cake","Napoleon Cake","Vanilla Meringue","","","","",""
"1618","1618","Lemon Cake","Lemon Tart","","","","","",""
"1619","1619","Coffee Eclair","Cherry Tart","Marzipan Cookie","Apple Croissant","Apricot Croissant","Cheese Croissant","Orange Juice","Cherry Soda"
"1620","1620","Tuile Cookie","Almond Croissant","Apricot Danish","","","","",""
"1621","1621","Berry Tart","","","","","","",""
"1622","1622","Tuile Cookie","Apple Croissant","","","","","",""
"1623","1623","Almond Tart","Blueberry Tart","Vanilla Frappuccino","","","","",""
"1624","1624","Lemon Tart","","","","","","",""
"1625","1625","Chocolate Eclair","Pecan Tart","Lemon Cookie","","","","",""
"1626","1626","Vanilla Eclair","","","","","","",""
"1627","1627","Chocolate Tart","Vanilla Frappuccino","Single Espresso","","","","",""
"1628","1628","Ganache Cookie","","","","","","",""
"1629","1629","Cherry Soda","","","","","","",""
"1630","1630","Chocolate Cake","Apple Pie","Orange Juice","","","","",""
"1631","1631","Blueberry Tart","Hot Coffee","","","","","",""
"1632","1632","Blueberry Tart","Apricot Croissant","Hot Coffee","Chocolate Coffee","","","",""
"1633","1633","Opera Cake","Blackberry Tart","Cherry Tart","Apricot Danish","","","",""
"1634","1634","Strawberry Cake","Napoleon Cake","Bottled Water","","","","",""
"1635","1635","Apple Tart","Blueberry Tart","Pecan Tart","Vanilla Meringue","Apple Croissant","Green Tea","Vanilla Frappuccino",""
"1636","1636","Lemon Cake","Casino Cake","Tuile Cookie","Blueberry Danish","Orange Juice","","",""
"1637","1637","Chocolate Cake","Casino Cake","Chocolate Coffee","","","","",""
"1638","1638","Napoleon Cake","Almond Twist","Bottled Water","Hot Coffee","","","",""
"1639","1639","Chocolate Cake","Apricot Danish","","","","","",""
"1640","1640","Strawberry Cake","Apple Danish","Raspberry Lemonade","","","","",""
"1641","1641","Blueberry Tart","Lemon Tart","Apricot Danish","","","","",""
"1642","1642","Cheese Croissant","Orange Juice","","","","","",""
"1643","1643","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee","","","",""
"1644","1644","Lemon Cake","Chocolate Croissant","","","","","",""
"1645","1645","Apricot Tart","Cherry Tart","Ganache Cookie","Apricot Danish","Raspberry Lemonade","","",""
"1646","1646","Apple Tart","Ganache Cookie","Walnut Cookie","Almond Croissant","Hot Coffee","","",""
"1647","1647","Apple Tart","Chocolate Tart","Marzipan Cookie","Tuile Cookie","Bottled Water","","",""
"1648","1648","Truffle Cake","Gongolais Cookie","Blueberry Danish","","","","",""
"1649","1649","Truffle Cake","Coffee Eclair","Vanilla Meringue","","","","",""
